,t,x,y,energy,sight
0,114.488,0.060890674163875703,0.9365222036668772,49.92909127205607,96.46198550028076
1,114.562,0.06266903676207206,0.9397066505473832,49.8581602196804,96.46198550028076
2,114.638,0.06455134371456833,0.9429530673703355,49.78526925556162,96.46198550028076
3,114.716,0.06639963428369598,0.9463519385809919,49.710347966888634,96.46198550028076
4,114.79,0.06807614724437393,0.9496095208501982,49.63931251356636,96.46198550028076
5,114.866,0.0698392681663597,0.9529232876444297,49.56641528770591,96.46198550028076
6,114.942,0.07156554694208957,0.9562348306412831,49.493640530575284,96.46198550028076
7,115.018,0.07319028899157472,0.9595801198087281,49.420965042624914,96.46198550028076
8,115.092,0.07475581881382498,0.9628639740249796,49.350094336037444,96.46198550028076
9,115.166,0.07640875562910363,0.9660847466089721,49.27933738352062,96.46198550028076
10,115.238,0.07810245389095817,0.9691944503271394,49.21037305876287,96.46198550028076
11,115.312,0.07974885728656252,0.9724491231553218,49.139441774862,96.46198550028076
12,115.388,0.08139038975385834,0.9758022421455369,49.06667414771111,96.46198550028076
13,115.46,0.0829951435523593,0.9789731905219895,48.99762748585993,96.46198550028076
14,115.538,0.08464147982219108,0.9824735533454657,48.92271078020867,96.46198550028076
15,115.618,0.08636744726615475,0.9860384321122829,48.845915762715634,96.46198550028076
16,115.69,0.08796000325161571,0.9795052676896777,48.77670183490363,96.46198550028076
17,115.768,0.08972493313305303,0.9760562495272824,48.701745666759244,96.46198550028076
18,115.84,0.09137331739352911,0.9728640501218363,48.63245079901104,96.46198550028076
19,115.918,0.09324822345273505,0.9694656350581449,48.557450239966734,96.46198550028076
20,115.992,0.09506732430509465,0.9662609007128206,48.48627813161667,96.46198550028076
21,116.066,0.0968369719466718,0.9630414900304661,48.415178376556206,96.46198550028076
22,116.142,0.09855674412505629,0.9596702004554409,48.342082853262376,96.46198550028076
23,116.216,0.10024340843269616,0.9563729970767844,48.270792130552216,96.46198550028076
24,116.294,0.10192178627193323,0.9528357507956171,48.19557439546546,96.46198550028076
25,116.368,0.10359993001191181,0.9495430920231385,48.12433437519381,96.46198550028076
26,116.442,0.10523825773429882,0.9462292363727005,48.05308743855833,96.46198550028076
27,116.518,0.10685570268383238,0.942774478297667,47.97979966722702,96.46198550028076
28,116.592,0.10851975233114215,0.9394752939395543,47.908563188296576,96.46198550028076
29,116.666,0.11025980923769059,0.936216307533748,47.83733094301969,96.46198550028076
30,116.74,0.11205634063070109,0.9330058148687185,47.766197650061244,96.46198550028076
31,116.816,0.11383336179936414,0.9296879659760421,47.693235482654785,96.46198550028076
32,116.89,0.11549385585524645,0.9264217921862754,47.622197763927154,96.46198550028076
33,116.964,0.11706293793355849,0.9231259217730591,47.55124785195564,96.46198550028076
34,117.036,0.11861427466426637,0.919918059508259,47.48214105159254,96.46198550028076
35,117.112,0.12020359245341102,0.9165130968545085,47.40921821635192,96.46198550028076
36,117.186,0.12178554362153646,0.9132181009938316,47.33823782878909,96.46198550028076
37,117.26,0.12337373780196781,0.9099427931031447,47.267353562069324,96.46198550028076
38,117.368,0.12556940347907875,0.9050895361002114,47.163809260485934,96.46198550028076
39,117.44,0.12707763006751385,0.9018555894746724,47.094670034716835,96.46198550028076
40,117.516,0.12861399212231103,0.8984243106781372,47.021734955830034,96.46198550028076
41,117.592,0.13018926330078187,0.8950109065696907,46.94880096276213,96.46198550028076
42,117.668,0.13208707747218082,0.891765739661176,46.87586696969422,96.46198550028076
