,t,x,y,energy
0,1033.37,1.244892886882939,0.7059544232070611,49.64055926299397
1,1033.77,1.2232491967587351,0.6941117173970504,49.428779716478786
2,1034.13,1.204136972688328,0.6832035150192173,49.238635951669
3,1034.49,1.1854333224391413,0.672053782029642,49.0490912387552
4,1034.81,1.1684881931906572,0.6625512973716615,48.8809878436239
5,1035.1,1.1529142513748347,0.654048815141218,48.72821904311714
6,1035.4,1.136925125804575,0.6451209232471669,48.57015167943726
7,1035.7,1.120789018860299,0.6364530111404741,48.41249584870572
8,1036.0,1.1049073122972162,0.6274601913159352,48.254591763806175
9,1036.29,1.0893035697344098,0.6191195685635534,48.10231234025369
10,1036.57,1.0744248598542747,0.6107737168887509,47.954903551198186
11,1036.84,1.059823974438517,0.6030713138573047,47.81307215571339
12,1037.12,1.045031426331586,0.5947444742038612,47.66606730928938
13,1037.39,1.0306475597964373,0.5868525983429412,47.52437550956055
14,1037.66,1.016056163610427,0.579230632680365,47.38287662659159
15,1037.93,1.0018064218766065,0.5713677053410492,47.24181350705079
16,1038.2,0.9878459097701089,0.5632835434440583,47.10100679220529
17,1038.47,0.9737764258241803,0.5553368000995376,46.96031743599813
18,1038.74,0.9599217297619649,0.5471100651101061,46.81934882300868
19,1039.02,0.9453446625297914,0.5388274986218413,46.67334040966786
20,1039.3,0.9310197738751842,0.5303923138503484,46.52769397394446
21,1039.58,0.9167222613850047,0.5219266782500618,46.382030230808965
22,1039.86,0.9027335546140723,0.5131157367770788,46.236120360162396
23,1040.14,0.8887421840213587,0.5043704732255646,46.09047039837453
24,1040.43,0.8741051641246377,0.4955416170281598,45.94000395438024
25,1040.71,0.8601910870620213,0.4868240729493766,45.79475251860015
26,1041.0,0.8457115620033918,0.47779648827021237,45.64406620581083
27,1041.29,0.8310037483634094,0.46901589987163816,45.49352742399952
28,1041.58,0.8162029483147308,0.46028142335543265,45.34282179519874
29,1041.86,0.8018012276306177,0.45193961645311365,45.197251552531014
30,1042.15,0.786808859955748,0.4432919693573301,45.04616135037209
31,1042.44,0.7719234418978121,0.43459719958738213,44.895292541487265
32,1042.73,0.7572230937245819,0.42562752574858403,44.744022971011496
33,1043.03,0.7419931404747235,0.4162628408133551,44.58710583989754
34,1043.33,0.7266014753667412,0.4069293260464943,44.42971271947536
35,1043.66,0.7094683683338715,0.39688588626223875,44.256710109694275
36,1043.98,0.6930919309860314,0.38692102052927313,44.0889415875058
37,1044.28,0.6775811547088046,0.377648088843491,43.93134536040763
38,1044.58,0.662384045385563,0.36810835715095025,43.773834956416394
39,1044.87,0.6474179450433952,0.3590857036097438,43.62136030263921
40,1045.16,0.6327837639373508,0.3497883874206545,43.46899563659503
41,1045.45,0.6180426924164117,0.3404916356896662,43.31624120731189
