,ID,t,x,y,energy_content
0,4,0.0,0.19224595805835298,0.4178221195567793,10
1,4,0.0,0.19224595805835298,0.4178221195567793,10
2,5,0.0,0.3576708309412847,0.30703797461820326,10
3,5,0.746,0.3576708309412847,0.30703797461820326,10
4,6,0.0,0.7412496516000369,0.22681575875188295,10
5,6,0.746,0.7412496516000369,0.22681575875188295,10
6,9,0.0,0.7170667181678559,0.3493523188214661,10
7,9,1.448,0.7170667181678559,0.3493523188214661,10
8,10,0.746,0.8797661562284507,0.45198555620910763,10
9,10,1.486,0.8797661562284507,0.45198555620910763,10
10,0,0.0,0.5513352551711611,0.9566452835199017,10
11,0,2.036,0.5513352551711611,0.9566452835199017,10
12,7,0.0,0.682983062477162,0.15156108969172988,10
13,7,2.162,0.682983062477162,0.15156108969172988,10
14,2,0.0,0.4648019546433525,0.31235651292174016,10
15,2,2.25,0.4648019546433525,0.31235651292174016,10
16,8,0.0,0.7528328610597297,0.4803567311621649,10
17,8,3.822,0.7528328610597297,0.4803567311621649,10
18,18,4.536,0.6118041082332132,0.9073245711722947,10
19,18,4.536,0.6118041082332132,0.9073245711722947,10
20,17,4.034,0.5752414380244443,0.4135471317495165,10
21,17,5.458,0.5752414380244443,0.4135471317495165,10
22,13,2.036,0.4491179736133997,0.7523512239849546,10
23,13,5.5,0.4491179736133997,0.7523512239849546,10
24,20,5.5,0.27340890955704356,0.3150716399425243,10
25,20,5.5,0.27340890955704356,0.3150716399425243,10
26,3,0.0,0.43831661329306737,0.6859850761269063,10
27,3,6.222,0.43831661329306737,0.6859850761269063,10
28,14,2.544,0.4013997698190373,0.7266337573795111,10
29,14,6.442,0.4013997698190373,0.7266337573795111,10
30,21,6.04,0.5576180635691529,0.3596351173386084,10
31,21,6.726,0.5576180635691529,0.3596351173386084,10
32,24,7.53,0.8386011013808738,0.6989967757117594,10
33,24,8.388,0.8386011013808738,0.6989967757117594,10
34,26,8.52,0.8388468674823203,0.6562864008447893,10
35,26,8.7,0.8388468674823203,0.6562864008447893,10
36,22,6.536,0.9225182616209425,0.0021853906690992853,10
37,22,8.874,0.9225182616209425,0.0021853906690992853,10
38,25,8.038,0.3653207924343286,0.07405527274240198,10
39,25,9.546,0.3653207924343286,0.07405527274240198,10
40,29,10.04,0.7566566545240512,0.22256254443997214,10
41,29,10.36,0.7566566545240512,0.22256254443997214,10
42,19,5.038,0.3149813614840825,0.23723494518392005,10
43,19,10.41,0.3149813614840825,0.23723494518392005,10
44,28,9.5,0.6034542107290278,0.6057510329640198,10
45,28,10.456,0.6034542107290278,0.6057510329640198,10
46,11,1.024,0.2190641240494143,0.044019873288506095,10
47,11,12.364,0.2190641240494143,0.044019873288506095,10
48,32,11.528,0.2525893453572091,0.4912446015142158,10
49,32,13.24,0.2525893453572091,0.4912446015142158,10
50,23,7.036,0.8534784846317562,0.3951278552190771,10
51,23,13.662,0.8534784846317562,0.3951278552190771,10
52,34,12.502,0.7618066070090914,0.6796546613472852,10
53,34,14.31,0.7618066070090914,0.6796546613472852,10
54,12,1.528,0.9608711894119072,0.3343667406048244,10
55,12,15.002,0.9608711894119072,0.3343667406048244,10
56,38,14.506,0.3723038830309575,0.5517867230363559,10
57,38,15.33,0.3723038830309575,0.5517867230363559,10
58,15,3.004,0.1700725366375362,0.4020876661216878,10
59,15,15.424,0.1700725366375362,0.4020876661216878,10
60,16,3.51,0.1039562869713927,0.5248360233699642,10
61,16,17.518,0.1039562869713927,0.5248360233699642,10
62,43,17.044,0.6779851425325158,0.6547450878511347,10
63,43,17.81,0.6779851425325158,0.6547450878511347,10
64,40,15.516,0.32803026123138734,0.19301074308493527,10
65,40,18.134,0.32803026123138734,0.19301074308493527,10
66,31,11.014,0.07003471877136136,0.23464987286367692,10
67,31,19.636,0.07003471877136136,0.23464987286367692,10
68,1,0.0,0.05357157406567292,0.24610862659751187,10
69,1,19.824,0.05357157406567292,0.24610862659751187,10
70,46,18.512,0.9650312156917893,0.178594906602209,10
71,46,19.962,0.9650312156917893,0.178594906602209,10
72,37,14.032,0.049349696018253786,0.6554638795176639,10
73,37,20.436,0.049349696018253786,0.6554638795176639,10
74,35,13.006,0.41451491417441755,0.3018713938369293,10
75,35,20.53,0.41451491417441755,0.3018713938369293,10
76,36,13.52,0.10695983373768037,0.2721413556350212,10
77,36,20.53,0.10695983373768037,0.2721413556350212,10
78,27,9.006,0.05654203609155206,0.6852148184648086,10
79,27,20.996,0.05654203609155206,0.6852148184648086,10
80,30,10.5,0.4614292316254291,0.3533820842407036,10
81,30,21.846,0.4614292316254291,0.3533820842407036,10
82,45,18.04,0.09668369744385275,0.7521914831727626,10
83,45,22.492,0.09668369744385275,0.7521914831727626,10
84,42,16.538,0.18463697470037177,0.34932753668842476,10
85,42,22.592,0.18463697470037177,0.34932753668842476,10
86,41,16.014,0.4798493276856826,0.479379892197927,10
87,41,22.884,0.4798493276856826,0.479379892197927,10
88,44,17.518,0.4728306351873128,0.43647895525853775,10
89,44,23.292,0.4728306351873128,0.43647895525853775,10
90,52,21.54,0.9708744130780091,0.29916378631919194,10
91,52,24.046,0.9708744130780091,0.29916378631919194,10
92,56,23.554,0.4942370038884681,0.5746724819027453,10
93,56,24.69,0.4942370038884681,0.5746724819027453,10
94,49,20.006,0.18027637911993155,0.615669301996892,10
95,49,24.934,0.18027637911993155,0.615669301996892,10
96,53,22.046,0.6904336402492115,0.2737591250421536,10
97,53,25.08,0.6904336402492115,0.2737591250421536,10
98,55,23.046,0.2066745780221495,0.2049123454109764,10
99,55,25.374,0.2066745780221495,0.2049123454109764,10
100,54,22.542,0.14621236954061434,0.5814301340679802,10
101,54,25.694,0.14621236954061434,0.5814301340679802,10
102,61,26.042,0.663875528360383,0.2981830878434648,10
103,61,26.042,0.663875528360383,0.2981830878434648,10
104,57,24.046,0.598856906591177,0.35395462967014235,10
105,57,26.736,0.598856906591177,0.35395462967014235,10
106,50,20.53,0.0002929573137607777,0.9225551898297499,10
107,50,26.788,0.0002929573137607777,0.9225551898297499,10
108,59,25.032,0.22704397209322744,0.6754709723813729,10
109,59,27.228,0.22704397209322744,0.6754709723813729,10
110,64,27.532,0.418811886593761,0.7013519345813691,10
111,64,27.882,0.418811886593761,0.7013519345813691,10
112,39,15.002,0.0568830464556902,0.9888038944151292,10
113,39,28.146,0.0568830464556902,0.9888038944151292,10
114,58,24.542,0.18250768444058107,0.4225744838502693,10
115,58,29.902,0.18250768444058107,0.4225744838502693,10
116,69,30.008,0.22572699208753563,0.05888638066700358,10
117,69,30.482,0.22572699208753563,0.05888638066700358,10
118,67,29.0,0.5114817788262357,0.8250887097261022,10
119,67,30.794,0.5114817788262357,0.8250887097261022,10
120,60,25.532,0.20501473730218836,0.9052823984291795,10
121,60,31.688,0.20501473730218836,0.9052823984291795,10
122,68,29.524,0.23439588487830498,0.9104878645359745,10
123,68,32.318,0.23439588487830498,0.9104878645359745,10
124,74,32.54,0.42152085216184165,0.5639325831976609,10
125,74,32.54,0.42152085216184165,0.5639325831976609,10
126,62,26.538,0.05897175116395936,0.15719329498010914,10
127,62,34.01,0.05897175116395936,0.15719329498010914,10
128,51,21.048,0.31363747282957444,0.974295816251637,10
129,51,34.134,0.31363747282957444,0.974295816251637,10
130,70,30.534,0.6614090892378502,0.9059428054091196,10
131,70,34.134,0.6614090892378502,0.9059428054091196,10
132,63,27.032,0.7048071746326793,0.8569221092219432,10
133,63,35.126,0.7048071746326793,0.8569221092219432,10
134,72,31.53,0.7114851070554841,0.8619537884743835,10
135,72,35.246,0.7114851070554841,0.8619537884743835,10
136,65,28.042,0.024394044658570868,0.22488952841567098,10
137,65,35.366,0.024394044658570868,0.22488952841567098,10
138,78,34.546,0.7559533084066998,0.9479223373256334,10
139,78,36.7,0.7559533084066998,0.9479223373256334,10
140,81,36.018,0.03855697868190999,0.14945187142641314,10
141,81,37.132,0.03855697868190999,0.14945187142641314,10
142,33,12.044,0.7194109032421001,0.9757095217544679,10
143,33,37.294,0.7194109032421001,0.9757095217544679,10
144,66,28.53,0.021326015798341147,0.5786007297141519,10
145,66,38.674,0.021326015798341147,0.5786007297141519,10
146,86,38.5,0.15574898688130956,0.2572554189358687,10
147,86,40.388,0.15574898688130956,0.2572554189358687,10
148,90,40.5,0.08623147627498706,0.0661566556825588,10
149,90,40.904,0.08623147627498706,0.0661566556825588,10
150,87,39.008,0.5561222922761754,0.38382999410160756,10
151,87,41.132,0.5561222922761754,0.38382999410160756,10
152,88,39.532,0.013814352459584733,0.14427669883865524,10
153,88,41.132,0.013814352459584733,0.14427669883865524,10
154,82,36.534,0.6061276824618766,0.7466171825555544,10
155,82,41.302,0.6061276824618766,0.7466171825555544,10
156,91,41.018,0.12061658529163166,0.9102304544516769,10
157,91,41.472,0.12061658529163166,0.9102304544516769,10
158,47,19.02,0.5732599245835496,0.06980725503627006,10
159,47,42.406,0.5732599245835496,0.06980725503627006,10
160,92,41.534,0.4616245958910746,0.8250706155897014,10
161,92,42.868,0.4616245958910746,0.8250706155897014,10
162,48,19.54,0.9140137112043869,0.860249235720732,10
163,48,43.43,0.9140137112043869,0.860249235720732,10
164,75,33.042,0.8483625556621721,0.8032811970870682,10
165,75,43.43,0.8483625556621721,0.8032811970870682,10
166,89,40.046,0.024300159179053704,0.31661964545209653,10
167,89,43.552,0.024300159179053704,0.31661964545209653,10
168,73,32.004,0.7406339776204024,0.694786161951067,10
169,73,44.016,0.7406339776204024,0.694786161951067,10
170,76,33.554,0.8957015760390196,0.8043259567898575,10
171,76,44.242,0.8957015760390196,0.8043259567898575,10
172,77,34.01,0.8911281241047273,0.7667857974809115,10
173,77,44.758,0.8911281241047273,0.7667857974809115,10
174,95,43.038,0.31867349440845716,0.7573269753971815,10
175,95,44.814,0.31867349440845716,0.7573269753971815,10
176,85,38.044,0.6609964345602379,0.6488539366292334,10
177,85,45.152,0.6609964345602379,0.6488539366292334,10
178,94,42.524,0.8674311751200141,0.7477212674587713,10
179,94,45.208,0.8674311751200141,0.7477212674587713,10
180,99,45.038,0.5222823511568963,0.8441239251278734,10
181,99,46.802,0.5222823511568963,0.8441239251278734,10
